nczujnik1,0.00, czujnik2,38.81, czujnik3,9.46
czujnik1,39.47, czujnik2,37.99, czujnik3,10.32
czujnik1,39.80, czujnik2,38.27, czujnik3,9.46
czujnik1,39.18, czujnik2,37.99, czujnik3,9.35
czujnik1,39.59, czujnik2,37.99, czujnik3,9.35
czujnik1,38.86, czujnik2,38.83, czujnik3,9.91
czujnik1,38.59, czujnik2,38.30, czujnik3,9.46
czujnik1,43.44, czujnik2,38.83, czujnik3,9.80
czujnik1,43.45, czujnik2,38.40, czujnik3,9.35
czujnik1,40.10, czujnik2,39.13, czujnik3,10.32
czujnik1,38.96, czujnik2,38.78, czujnik3,9.35
czujnik1,46.00, czujnik2,37.99, czujnik3,9.35
czujnik1,47.59, czujnik2,38.01, czujnik3,9.81
czujnik1,62.79, czujnik2,38.32, czujnik3,9.46
czujnik1,40.02, czujnik2,38.40, czujnik3,9.35
czujnik1,24.27, czujnik2,37.60, czujnik3,9.81
czujnik1,44.18, czujnik2,39.23, czujnik3,10.32
czujnik1,45.90, czujnik2,38.66, czujnik3,10.32
czujnik1,40.88, czujnik2,37.98, czujnik3,9.81
czujnik1,39.40, czujnik2,38.81, czujnik3,9.76
czujnik1,41.19, czujnik2,38.78, czujnik3,10.32
czujnik1,40.46, czujnik2,39.12, czujnik3,9.86
czujnik1,63.64, czujnik2,38.01, czujnik3,9.35
czujnik1,39.83, czujnik2,37.98, czujnik3,9.35
czujnik1,47.16, czujnik2,38.79, czujnik3,9.46
czujnik1,46.31, czujnik2,37.91, czujnik3,10.32
czujnik1,41.75, czujnik2,39.23, czujnik3,9.35
czujnik1,45.63, czujnik2,38.40, czujnik3,9.76
czujnik1,48.06, czujnik2,37.99, czujnik3,9.46
czujnik1,39.83, czujnik2,38.37, czujnik3,9.91
czujnik1,39.17, czujnik2,38.78, czujnik3,9.35
czujnik1,40.82, czujnik2,39.20, czujnik3,9.80
czujnik1,43.76, czujnik2,38.30, czujnik3,9.46
czujnik1,64.90, czujnik2,37.60, czujnik3,10.22
czujnik1,38.57, czujnik2,37.98, czujnik3,9.35
czujnik1,41.65, czujnik2,37.98, czujnik3,9.85
czujnik1,45.14, czujnik2,38.28, czujnik3,9.46
czujnik1,39.80, czujnik2,38.01, czujnik3,9.34
czujnik1,40.46, czujnik2,39.61, czujnik3,9.81
czujnik1,39.95, czujnik2,38.83, czujnik3,9.46
czujnik1,40.46, czujnik2,38.28, czujnik3,9.46
czujnik1,41.73, czujnik2,38.44, czujnik3,9.34
czujnik1,40.46, czujnik2,38.01, czujnik3,9.35
czujnik1,43.76, czujnik2,38.37, czujnik3,9.91
czujnik1,45.94, czujnik2,38.32, czujnik3,10.32
czujnik1,46.46, czujnik2,37.99, czujnik3,9.81
czujnik1,43.13, czujnik2,38.83, czujnik3,9.35
czujnik1,41.21, czujnik2,38.81, czujnik3,9.46
czujnik1,41.73, czujnik2,38.42, czujnik3,9.35
czujnik1,43.04, czujnik2,38.03, czujnik3,9.35
czujnik1,43.33, czujnik2,38.83, czujnik3,9.81
czujnik1,46.31, czujnik2,37.93, czujnik3,10.32
czujnik1,48.03, czujnik2,37.98, czujnik3,9.34
czujnik1,41.79, czujnik2,38.83, czujnik3,9.35
czujnik1,46.36, czujnik2,38.03, czujnik3,9.46
czujnik1,39.83, czujnik2,37.86, czujnik3,9.46
czujnik1,39.00, czujnik2,38.37, czujnik3,10.22
czujnik1,42.55, czujnik2,37.96, czujnik3,9.35
czujnik1,63.23, czujnik2,37.60, czujnik3,9.46
czujnik1,38.15, czujnik2,38.33, czujnik3,9.46
czujnik1,42.18, czujnik2,38.84, czujnik3,10.22
czujnik1,40.66, czujnik2,38.42, czujnik3,9.35
czujnik1,41.21, czujnik2,38.44, czujnik3,9.46
czujnik1,42.07, czujnik2,39.51, czujnik3,9.91
czujnik1,40.48, czujnik2,38.38, czujnik3,9.35
czujnik1,38.57, czujnik2,39.25, czujnik3,9.35
czujnik1,41.60, czujnik2,38.79, czujnik3,9.47
czujnik1,40.03, czujnik2,37.98, czujnik3,9.35
czujnik1,38.55, czujnik2,38.79, czujnik3,9.35
czujnik1,38.49, czujnik2,38.38, czujnik3,9.35
czujnik1,42.93, czujnik2,39.52, czujnik3,9.47
