cczujnik1,6.82, czujnik2,38.42, czujnik3,37.13
czujnik1,6.72, czujnik2,38.27, czujnik3,37.11
czujnik1,6.84, czujnik2,39.25, czujnik3,37.43
czujnik1,6.82, czujnik2,40.82, czujnik3,37.50
czujnik1,6.72, czujnik2,39.20, czujnik3,37.52
czujnik1,6.82, czujnik2,44.18, czujnik3,37.11
czujnik1,6.82, czujnik2,38.40, czujnik3,37.53
czujnik1,6.84, czujnik2,38.74, czujnik3,37.53
czujnik1,6.72, czujnik2,39.61, czujnik3,37.53
czujnik1,6.82, czujnik2,39.08, czujnik3,37.02
czujnik1,6.82, czujnik2,39.59, czujnik3,37.53
czujnik1,6.72, czujnik2,40.05, czujnik3,37.52
czujnik1,6.73, czujnik2,37.86, czujnik3,37.55
czujnik1,6.82, czujnik2,43.72, czujnik3,37.43
czujnik1,6.84, czujnik2,39.22, czujnik3,37.53
czujnik1,6.73, czujnik2,38.40, czujnik3,37.55
czujnik1,6.73, czujnik2,38.30, czujnik3,37.57
czujnik1,6.82, czujnik2,39.23, czujnik3,37.02
czujnik1,6.84, czujnik2,37.96, czujnik3,37.52
czujnik1,6.72, czujnik2,37.99, czujnik3,37.52
czujnik1,7.59, czujnik2,161.12, czujnik3,37.41
czujnik1,6.82, czujnik2,37.99, czujnik3,37.11
czujnik1,6.82, czujnik2,37.96, czujnik3,37.13
czujnik1,7.59, czujnik2,38.37, czujnik3,37.13
czujnik1,6.82, czujnik2,38.25, czujnik3,37.13
czujnik1,7.70, czujnik2,38.78, czujnik3,37.94
czujnik1,6.82, czujnik2,39.63, czujnik3,37.11
czujnik1,7.59, czujnik2,37.87, czujnik3,37.11
czujnik1,6.84, czujnik2,39.52, czujnik3,37.40
czujnik1,6.82, czujnik2,38.78, czujnik3,37.11
czujnik1,6.72, czujnik2,38.42, czujnik3,37.55
czujnik1,6.72, czujnik2,39.03, czujnik3,37.13
czujnik1,7.69, czujnik2,38.40, czujnik3,37.40
czujnik1,7.69, czujnik2,39.23, czujnik3,37.57
czujnik1,6.72, czujnik2,40.02, czujnik3,37.11
czujnik1,7.59, czujnik2,39.13, czujnik3,37.52
czujnik1,6.82, czujnik2,38.35, czujnik3,37.40
czujnik1,7.28, czujnik2,38.40, czujnik3,37.53
czujnik1,6.72, czujnik2,38.81, czujnik3,37.09
czujnik1,6.84, czujnik2,37.93, czujnik3,37.11
czujnik1,6.82, czujnik2,38.38, czujnik3,37.11
czujnik1,6.82, czujnik2,38.79, czujnik3,37.52
czujnik1,6.72, czujnik2,38.28, czujnik3,37.13
czujnik1,6.84, czujnik2,37.99, czujnik3,37.01
czujnik1,6.84, czujnik2,38.40, czujnik3,37.11
czujnik1,7.59, czujnik2,38.38, czujnik3,37.11
czujnik1,6.72, czujnik2,39.17, czujnik3,37.13
czujnik1,6.84, czujnik2,38.37, czujnik3,37.02
czujnik1,7.69, czujnik2,38.83, czujnik3,37.94
czujnik1,7.59, czujnik2,39.59, czujnik3,37.13
czujnik1,6.72, czujnik2,38.64, czujnik3,37.50
czujnik1,6.82, czujnik2,38.83, czujnik3,37.41
czujnik1,6.82, czujnik2,40.05, czujnik3,37.50
czujnik1,6.72, czujnik2,38.37, czujnik3,37.57
czujnik1,6.84, czujnik2,39.51, czujnik3,37.11
czujnik1,6.82, czujnik2,39.20, czujnik3,37.13
czujnik1,6.84, czujnik2,39.18, czujnik3,37.11
czujnik1,6.73, czujnik2,39.22, czujnik3,37.11
czujnik1,6.82, czujnik2,39.52, czujnik3,37.04
czujnik1,7.69, czujnik2,39.23, czujnik3,37.11
czujnik1,6.73, czujnik2,38.37, czujnik3,37.57
czujnik1,6.73, czujnik2,39.06, czujnik3,37.13
czujnik1,6.82, czujnik2,116.12, czujnik3,37.14
czujnik1,6.82, czujnik2,38.40, czujnik3,37.55
czujnik1,6.72, czujnik2,37.96, czujnik3,37.13
czujnik1,6.73, czujnik2,38.71, czujnik3,37.11
czujnik1,6.84, czujnik2,40.05, czujnik3,37.01
czujnik1,7.28, czujnik2,37.96, czujnik3,37.52
czujnik1,7.60, czujnik2,39.61, czujnik3,37.52
czujnik1,6.75, czujnik2,110.53, czujnik3,37.89
czujnik1,6.82, czujnik2,38.40, czujnik3,37.41
