zujnik1,16.58, czujnik2,37.96, czujnik3,37.11
czujnik1,16.60, czujnik2,40.80, czujnik3,37.52
czujnik1,16.60, czujnik2,195.61, czujnik3,37.94
czujnik1,16.17, czujnik2,38.38, czujnik3,37.53
czujnik1,16.60, czujnik2,38.40, czujnik3,37.11
czujnik1,16.58, czujnik2,38.30, czujnik3,37.52
czujnik1,16.60, czujnik2,41.36, czujnik3,37.13
czujnik1,16.17, czujnik2,39.22, czujnik3,37.11
czujnik1,16.58, czujnik2,37.99, czujnik3,23.11
czujnik1,16.60, czujnik2,37.89, czujnik3,37.13
czujnik1,16.17, czujnik2,39.23, czujnik3,37.84
czujnik1,16.60, czujnik2,113.54, czujnik3,37.50
czujnik1,17.01, czujnik2,38.81, czujnik3,37.52
czujnik1,16.60, czujnik2,38.71, czujnik3,37.89
czujnik1,16.60, czujnik2,38.01, czujnik3,37.43
czujnik1,16.58, czujnik2,38.81, czujnik3,37.53
czujnik1,16.58, czujnik2,38.79, czujnik3,37.13
czujnik1,16.17, czujnik2,39.51, czujnik3,22.70
czujnik1,16.60, czujnik2,38.78, czujnik3,23.03
czujnik1,16.60, czujnik2,39.23, czujnik3,37.50
czujnik1,16.19, czujnik2,38.81, czujnik3,37.55
czujnik1,16.58, czujnik2,38.74, czujnik3,37.50
czujnik1,16.19, czujnik2,37.96, czujnik3,37.45
czujnik1,16.17, czujnik2,40.05, czujnik3,37.50
czujnik1,16.19, czujnik2,40.85, czujnik3,37.53
czujnik1,16.19, czujnik2,37.86, czujnik3,37.91
czujnik1,16.60, czujnik2,38.78, czujnik3,37.14
czujnik1,16.60, czujnik2,37.96, czujnik3,37.52
czujnik1,16.60, czujnik2,37.96, czujnik3,37.13
czujnik1,16.17, czujnik2,40.37, czujnik3,37.48
czujnik1,16.19, czujnik2,38.38, czujnik3,37.43
czujnik1,16.60, czujnik2,40.05, czujnik3,22.70
czujnik1,16.17, czujnik2,194.35, czujnik3,22.98
czujnik1,16.17, czujnik2,194.68, czujnik3,37.70
czujnik1,16.17, czujnik2,37.98, czujnik3,37.02
czujnik1,16.58, czujnik2,37.55, czujnik3,23.57
czujnik1,16.19, czujnik2,38.37, czujnik3,37.11
czujnik1,16.17, czujnik2,112.16, czujnik3,23.93
czujnik1,16.17, czujnik2,40.05, czujnik3,37.41
czujnik1,16.17, czujnik2,112.28, czujnik3,37.13
czujnik1,16.17, czujnik2,40.97, czujnik3,37.13
czujnik1,16.17, czujnik2,112.19, czujnik3,22.72
czujnik1,16.17, czujnik2,37.55, czujnik3,37.45
czujnik1,16.17, czujnik2,39.20, czujnik3,22.67
czujnik1,16.19, czujnik2,113.57, czujnik3,22.70
czujnik1,16.19, czujnik2,38.67, czujnik3,37.52
czujnik1,16.19, czujnik2,42.94, czujnik3,23.01
czujnik1,16.60, czujnik2,39.22, czujnik3,37.14
czujnik1,16.60, czujnik2,38.37, czujnik3,37.55
czujnik1,16.17, czujnik2,38.28, czujnik3,37.13
czujnik1,16.60, czujnik2,39.69, czujnik3,23.84
czujnik1,16.60, czujnik2,38.37, czujnik3,37.53
czujnik1,16.17, czujnik2,39.23, czujnik3,22.70
czujnik1,17.01, czujnik2,43.76, czujnik3,37.53
czujnik1,16.19, czujnik2,42.57, czujnik3,37.43
czujnik1,16.58, czujnik2,140.27, czujnik3,22.98
czujnik1,16.60, czujnik2,40.49, czujnik3,37.53
czujnik1,16.60, czujnik2,38.32, czujnik3,37.11
czujnik1,16.19, czujnik2,195.12, czujnik3,24.15
czujnik1,17.01, czujnik2,37.57, czujnik3,37.13
czujnik1,16.17, czujnik2,39.27, czujnik3,22.72
czujnik1,16.60, czujnik2,37.87, czujnik3,37.53
czujnik1,16.17, czujnik2,38.40, czujnik3,37.02
czujnik1,16.19, czujnik2,37.99, czujnik3,37.53
czujnik1,16.19, czujnik2,38.76, czujnik3,37.53
czujnik1,16.19, czujnik2,38.64, czujnik3,37.50
czujnik1,16.60, czujnik2,43.33, czujnik3,37.41
czujnik1,16.60, czujnik2,37.98, czujnik3,37.53
czujnik1,16.58, czujnik2,115.20, czujnik3,22.99
czujnik1,16.19, czujnik2,112.60, czujnik3,37.13
czujnik1,16.19, czujnik2,46.33, czujnik3,37.02
