czujnik1,20.51, czujnik2,20.10, czujnik3,20.60
czujnik1,21.29, czujnik2,20.49, czujnik3,22.77
czujnik1,20.12, czujnik2,18.86, czujnik3,20.20
czujnik1,20.53, czujnik2,19.68, czujnik3,20.17
czujnik1,21.39, czujnik2,19.68, czujnik3,21.11
czujnik1,20.41, czujnik2,20.49, czujnik3,20.22
czujnik1,20.97, czujnik2,19.63, czujnik3,19.81
czujnik1,20.10, czujnik2,20.90, czujnik3,19.39
czujnik1,20.97, czujnik2,19.27, czujnik3,19.80
czujnik1,21.28, czujnik2,19.27, czujnik3,19.81
czujnik1,20.12, czujnik2,19.27, czujnik3,19.40
czujnik1,20.94, czujnik2,20.09, czujnik3,18.93
czujnik1,21.34, czujnik2,19.68, czujnik3,21.55
czujnik1,20.43, czujnik2,19.25, czujnik3,19.81
czujnik1,19.66, czujnik2,19.64, czujnik3,19.40
czujnik1,20.92, czujnik2,19.63, czujnik3,19.69
czujnik1,20.53, czujnik2,20.09, czujnik3,19.81
czujnik1,20.82, czujnik2,19.68, czujnik3,19.39
czujnik1,20.10, czujnik2,19.63, czujnik3,18.95
czujnik1,20.07, czujnik2,19.25, czujnik3,20.58
czujnik1,20.07, czujnik2,19.27, czujnik3,21.96
czujnik1,20.43, czujnik2,19.25, czujnik3,20.27
czujnik1,20.51, czujnik2,19.27, czujnik3,19.39
czujnik1,20.51, czujnik2,18.86, czujnik3,19.71
czujnik1,20.10, czujnik2,20.09, czujnik3,22.38
czujnik1,21.29, czujnik2,18.86, czujnik3,18.95
czujnik1,20.10, czujnik2,19.27, czujnik3,19.40
czujnik1,20.10, czujnik2,19.27, czujnik3,19.73
czujnik1,20.51, czujnik2,19.68, czujnik3,19.81
czujnik1,19.97, czujnik2,19.25, czujnik3,20.27
czujnik1,20.53, czujnik2,19.27, czujnik3,22.38
czujnik1,21.79, czujnik2,18.86, czujnik3,19.35
czujnik1,20.10, czujnik2,20.49, czujnik3,19.35
czujnik1,20.43, czujnik2,20.09, czujnik3,19.39
czujnik1,20.94, czujnik2,19.27, czujnik3,19.83
czujnik1,20.53, czujnik2,19.68, czujnik3,19.71
czujnik1,20.07, czujnik2,19.27, czujnik3,21.09
czujnik1,19.59, czujnik2,19.27, czujnik3,20.22
czujnik1,20.10, czujnik2,19.25, czujnik3,18.93
czujnik1,20.10, czujnik2,19.27, czujnik3,19.40
czujnik1,20.51, czujnik2,19.66, czujnik3,19.81
czujnik1,20.00, czujnik2,18.86, czujnik3,19.81
czujnik1,20.53, czujnik2,19.63, czujnik3,21.11
czujnik1,20.10, czujnik2,19.27, czujnik3,20.58
czujnik1,20.07, czujnik2,19.68, czujnik3,18.95
czujnik1,20.43, czujnik2,19.25, czujnik3,19.40
czujnik1,19.66, czujnik2,19.25, czujnik3,19.40
czujnik1,20.12, czujnik2,19.69, czujnik3,19.40
czujnik1,20.97, czujnik2,19.27, czujnik3,18.95
czujnik1,20.02, czujnik2,19.27, czujnik3,19.40
czujnik1,20.94, czujnik2,19.27, czujnik3,18.95
czujnik1,19.64, czujnik2,19.27, czujnik3,18.95
czujnik1,20.51, czujnik2,20.90, czujnik3,19.81
czujnik1,20.00, czujnik2,19.25, czujnik3,18.95
czujnik1,20.53, czujnik2,19.64, czujnik3,21.09
czujnik1,20.12, czujnik2,19.63, czujnik3,19.35
czujnik1,20.51, czujnik2,19.27, czujnik3,18.93
czujnik1,20.43, czujnik2,19.68, czujnik3,19.40
czujnik1,20.51, czujnik2,19.98, czujnik3,19.40
czujnik1,20.97, czujnik2,20.92, czujnik3,18.95
czujnik1,20.07, czujnik2,19.68, czujnik3,19.40
czujnik1,20.00, czujnik2,19.69, czujnik3,20.68
czujnik1,20.53, czujnik2,19.64, czujnik3,19.40
czujnik1,20.53, czujnik2,20.05, czujnik3,19.39
czujnik1,20.56, czujnik2,20.10, czujnik3,19.40
czujnik1,20.41, czujnik2,19.68, czujnik3,21.09
czujnik1,20.53, czujnik2,19.59, czujnik3,20.20
czujnik1,20.07, czujnik2,19.68, czujnik3,19.40
czujnik1,20.51, czujnik2,19.27, czujnik3,18.95
czujnik1,20.43, czujnik2,20.49, czujnik3,19.40
czujnik1,20.53, czujnik2,20.80, czujnik3,19.35
