,39.40, czujnik2,12.86, czujnik3,8.59
czujnik1,39.64, czujnik2,12.01, czujnik3,8.59
czujnik1,40.17, czujnik2,11.12, czujnik3,8.54
czujnik1,40.02, czujnik2,11.63, czujnik3,8.64
czujnik1,40.15, czujnik2,12.86, czujnik3,9.10
czujnik1,39.74, czujnik2,11.99, czujnik3,8.54
czujnik1,40.53, czujnik2,11.65, czujnik3,8.57
czujnik1,43.81, czujnik2,12.09, czujnik3,8.69
czujnik1,39.23, czujnik2,13.27, czujnik3,8.69
czujnik1,38.79, czujnik2,11.55, czujnik3,8.59
czujnik1,39.64, czujnik2,11.63, czujnik3,8.59
czujnik1,39.15, czujnik2,12.41, czujnik3,8.69
czujnik1,39.39, czujnik2,11.96, czujnik3,8.59
czujnik1,39.64, czujnik2,11.55, czujnik3,8.59
czujnik1,40.53, czujnik2,12.52, czujnik3,8.69
czujnik1,39.64, czujnik2,11.99, czujnik3,8.69
czujnik1,40.19, czujnik2,12.86, czujnik3,8.54
czujnik1,40.17, czujnik2,11.14, czujnik3,8.98
czujnik1,45.02, czujnik2,12.96, czujnik3,8.69
czujnik1,44.15, czujnik2,11.99, czujnik3,9.13
czujnik1,39.20, czujnik2,12.40, czujnik3,8.59
czujnik1,41.73, czujnik2,11.62, czujnik3,8.57
czujnik1,40.10, czujnik2,12.50, czujnik3,9.10
czujnik1,39.63, czujnik2,12.40, czujnik3,9.13
czujnik1,39.27, czujnik2,13.28, czujnik3,8.59
czujnik1,38.81, czujnik2,12.86, czujnik3,8.59
czujnik1,40.83, czujnik2,11.99, czujnik3,8.64
czujnik1,38.79, czujnik2,12.01, czujnik3,8.59
czujnik1,39.81, czujnik2,12.40, czujnik3,9.05
czujnik1,45.39, czujnik2,11.63, czujnik3,8.64
czujnik1,39.20, czujnik2,11.94, czujnik3,8.64
czujnik1,39.66, czujnik2,11.94, czujnik3,8.59
czujnik1,39.63, czujnik2,11.99, czujnik3,8.52
czujnik1,39.97, czujnik2,12.11, czujnik3,9.10
czujnik1,42.48, czujnik2,11.96, czujnik3,8.69
czujnik1,39.68, czujnik2,12.86, czujnik3,8.59
czujnik1,40.09, czujnik2,12.40, czujnik3,8.52
czujnik1,41.24, czujnik2,11.63, czujnik3,8.69
czujnik1,39.39, czujnik2,11.55, czujnik3,9.15
czujnik1,39.25, czujnik2,11.55, czujnik3,8.59
czujnik1,41.41, czujnik2,12.09, czujnik3,8.57
czujnik1,45.85, czujnik2,12.96, czujnik3,8.69
czujnik1,39.64, czujnik2,11.99, czujnik3,8.57
czujnik1,40.10, czujnik2,11.99, czujnik3,8.59
czujnik1,38.66, czujnik2,12.98, czujnik3,8.69
czujnik1,44.22, czujnik2,11.99, czujnik3,8.69
czujnik1,39.40, czujnik2,11.12, czujnik3,8.54
czujnik1,39.76, czujnik2,11.99, czujnik3,8.54
czujnik1,39.15, czujnik2,12.04, czujnik3,8.69
czujnik1,39.64, czujnik2,12.01, czujnik3,8.64
czujnik1,39.34, czujnik2,12.40, czujnik3,8.54
czujnik1,38.78, czujnik2,11.53, czujnik3,8.59
czujnik1,39.51, czujnik2,12.09, czujnik3,8.69
czujnik1,40.09, czujnik2,12.87, czujnik3,9.10
czujnik1,40.99, czujnik2,12.40, czujnik3,9.00
czujnik1,41.39, czujnik2,12.86, czujnik3,8.54
czujnik1,38.89, czujnik2,12.98, czujnik3,8.62
czujnik1,39.74, czujnik2,12.40, czujnik3,9.13
czujnik1,40.51, czujnik2,11.99, czujnik3,8.59
czujnik1,39.49, czujnik2,12.50, czujnik3,8.69
czujnik1,40.48, czujnik2,11.99, czujnik3,8.69
czujnik1,39.66, czujnik2,11.99, czujnik3,9.05
czujnik1,39.25, czujnik2,11.53, czujnik3,9.05
czujnik1,44.22, czujnik2,12.06, czujnik3,8.69
czujnik1,40.44, czujnik2,12.41, czujnik3,9.10
czujnik1,41.43, czujnik2,11.12, czujnik3,8.54
czujnik1,38.37, czujnik2,12.41, czujnik3,8.57
czujnik1,40.07, czujnik2,12.52, czujnik3,9.15
czujnik1,39.25, czujnik2,12.41, czujnik3,8.64
czujnik1,38.37, czujnik2,11.55, czujnik3,8.59
czujnik1,38.78, czujnik2,11.99, czujnik3,8.59
