uczujnik1,38.59, czujnik2,8.88, czujnik3,10.27
czujnik1,38.20, czujnik2,9.18, czujnik3,11.19
czujnik1,41.29, czujnik2,9.20, czujnik3,10.22
czujnik1,44.68, czujnik2,8.89, czujnik3,10.27
czujnik1,38.08, czujnik2,9.29, czujnik3,11.58
czujnik1,42.48, czujnik2,9.18, czujnik3,9.91
czujnik1,22.98, czujnik2,8.74, czujnik3,10.68
czujnik1,25.03, czujnik2,9.29, czujnik3,11.14
czujnik1,19.51, czujnik2,9.23, czujnik3,10.78
czujnik1,42.89, czujnik2,9.13, czujnik3,10.22
czujnik1,40.85, czujnik2,9.18, czujnik3,10.27
czujnik1,43.30, czujnik2,9.30, czujnik3,10.27
czujnik1,39.13, czujnik2,8.78, czujnik3,10.32
czujnik1,43.45, czujnik2,8.72, czujnik3,10.68
czujnik1,40.87, czujnik2,8.89, czujnik3,10.22
czujnik1,42.45, czujnik2,9.29, czujnik3,10.68
czujnik1,45.00, czujnik2,8.74, czujnik3,10.32
czujnik1,16.55, czujnik2,9.18, czujnik3,10.27
czujnik1,13.20, czujnik2,9.29, czujnik3,10.22
czujnik1,40.75, czujnik2,9.29, czujnik3,10.78
czujnik1,39.98, czujnik2,9.20, czujnik3,10.32
czujnik1,46.70, czujnik2,8.74, czujnik3,10.66
czujnik1,41.26, czujnik2,8.84, czujnik3,10.27
czujnik1,39.88, czujnik2,9.25, czujnik3,10.78
czujnik1,40.00, czujnik2,9.20, czujnik3,10.71
czujnik1,43.42, czujnik2,8.72, czujnik3,10.68
czujnik1,42.87, czujnik2,8.84, czujnik3,10.68
czujnik1,46.31, czujnik2,8.74, czujnik3,10.37
czujnik1,44.13, czujnik2,9.15, czujnik3,10.22
czujnik1,42.18, czujnik2,9.25, czujnik3,10.22
czujnik1,41.21, czujnik2,8.84, czujnik3,10.34
czujnik1,24.12, czujnik2,8.74, czujnik3,10.37
czujnik1,23.81, czujnik2,9.15, czujnik3,10.22
czujnik1,46.39, czujnik2,9.29, czujnik3,10.27
czujnik1,40.32, czujnik2,8.84, czujnik3,10.78
czujnik1,38.61, czujnik2,9.20, czujnik3,10.78
czujnik1,39.01, czujnik2,9.15, czujnik3,10.22
czujnik1,38.61, czujnik2,9.30, czujnik3,10.66
czujnik1,18.21, czujnik2,8.84, czujnik3,10.37
czujnik1,40.87, czujnik2,8.74, czujnik3,10.37
czujnik1,44.29, czujnik2,8.74, czujnik3,10.22
czujnik1,44.23, czujnik2,9.30, czujnik3,10.22
czujnik1,38.93, czujnik2,9.18, czujnik3,10.78
czujnik1,23.83, czujnik2,9.15, czujnik3,10.68
czujnik1,17.82, czujnik2,9.25, czujnik3,10.17
czujnik1,22.89, czujnik2,9.30, czujnik3,10.22
czujnik1,46.28, czujnik2,9.20, czujnik3,9.91
czujnik1,45.03, czujnik2,8.74, czujnik3,10.68
czujnik1,45.56, czujnik2,9.30, czujnik3,10.27
czujnik1,22.87, czujnik2,8.84, czujnik3,10.37
czujnik1,16.99, czujnik2,9.13, czujnik3,10.29
czujnik1,45.10, czujnik2,8.72, czujnik3,10.22
czujnik1,17.82, czujnik2,9.29, czujnik3,10.68
czujnik1,17.01, czujnik2,9.25, czujnik3,10.32
czujnik1,23.83, czujnik2,9.20, czujnik3,10.37
czujnik1,23.40, czujnik2,9.20, czujnik3,10.27
czujnik1,42.89, czujnik2,8.84, czujnik3,10.68
czujnik1,38.95, czujnik2,9.15, czujnik3,11.19
czujnik1,17.81, czujnik2,8.72, czujnik3,10.68
czujnik1,23.40, czujnik2,9.30, czujnik3,10.22
czujnik1,47.16, czujnik2,9.30, czujnik3,10.22
czujnik1,15.32, czujnik2,9.15, czujnik3,10.34
czujnik1,22.98, czujnik2,8.79, czujnik3,10.70
czujnik1,40.43, czujnik2,9.30, czujnik3,10.27
czujnik1,43.72, czujnik2,8.84, czujnik3,10.32
czujnik1,43.33, czujnik2,9.15, czujnik3,10.32
czujnik1,44.27, czujnik2,9.20, czujnik3,11.14
czujnik1,17.41, czujnik2,8.84, czujnik3,10.24
czujnik1,41.17, czujnik2,8.84, czujnik3,10.32
czujnik1,23.40, czujnik2,8.72, czujnik3,10.37
czujnik1,47.16, czujnik2,9.18, czujnik3,10.22
nik1,23.45, czujnik2,10.94, czujnik3,11.90
czujnik1,20.78, czujnik2,10.88, czujnik3,11.45
czujnik1,13.44, czujnik2,10.36, czujnik3,11.55
czujnik1,23.03, czujnik2,10.83, czujnik3,11.45
czujnik1,40.46, czujnik2,10.94, czujnik3,11.85
czujnik1,21.19, czujnik2,10.88, czujnik3,11.45
czujnik1,14.25, czujnik2,10.82, czujnik3,11.50
czujnik1,21.72, czujnik2,10.36, czujnik3,11.85
czujnik1,23.86, czujnik2,10.48, czujnik3,11.45
czujnik1,24.17, czujnik2,10.48, czujnik3,11.39
czujnik1,23.44, czujnik2,10.36, czujnik3,11.50
czujnik1,15.41, czujnik2,10.37, czujnik3,11.45
czujnik1,38.76, czujnik2,10.48, czujnik3,11.90
czujnik1,41.62, czujnik2,10.92, czujnik3,11.50
czujnik1,40.44, czujnik2,10.36, czujnik3,11.55
czujnik1,42.59, czujnik2,10.41, czujnik3,11.39
czujnik1,40.02, czujnik2,10.94, czujnik3,11.45
czujnik1,23.35, czujnik2,10.92, czujnik3,11.45
czujnik1,23.86, czujnik2,10.37, czujnik3,11.55
czujnik1,20.88, czujnik2,10.77, czujnik3,11.85
czujnik1,23.88, czujnik2,10.46, czujnik3,11.45
czujnik1,24.18, czujnik2,10.88, czujnik3,11.39
