1,13.88, czujnik2,14.64, czujnik3,42.19
czujnik1,13.57, czujnik2,14.69, czujnik3,41.79
czujnik1,13.45, czujnik2,14.74, czujnik3,41.87
czujnik1,13.88, czujnik2,14.64, czujnik3,42.28
czujnik1,13.47, czujnik2,15.15, czujnik3,41.34
czujnik1,13.57, czujnik2,14.69, czujnik3,41.75
czujnik1,13.88, czujnik2,15.20, czujnik3,41.85
czujnik1,13.47, czujnik2,14.64, czujnik3,41.87
czujnik1,13.45, czujnik2,14.64, czujnik3,41.34
czujnik1,14.03, czujnik2,14.64, czujnik3,20.83
czujnik1,13.88, czujnik2,15.20, czujnik3,41.89
czujnik1,13.88, czujnik2,14.64, czujnik3,41.46
czujnik1,13.88, czujnik2,15.09, czujnik3,41.79
czujnik1,13.98, czujnik2,15.15, czujnik3,22.99
czujnik1,13.88, czujnik2,15.22, czujnik3,41.89
czujnik1,13.88, czujnik2,14.64, czujnik3,41.89
czujnik1,13.88, czujnik2,15.10, czujnik3,41.77
czujnik1,14.00, czujnik2,14.64, czujnik3,22.99
czujnik1,13.47, czujnik2,14.74, czujnik3,42.70
czujnik1,13.88, czujnik2,15.10, czujnik3,41.48
czujnik1,13.91, czujnik2,15.14, czujnik3,41.77
czujnik1,13.57, czujnik2,14.64, czujnik3,41.36
czujnik1,13.86, czujnik2,15.20, czujnik3,21.26
czujnik1,13.88, czujnik2,14.64, czujnik3,41.87
czujnik1,13.93, czujnik2,15.15, czujnik3,41.75
czujnik1,13.98, czujnik2,14.64, czujnik3,41.34
czujnik1,13.47, czujnik2,14.42, czujnik3,41.87
czujnik1,13.47, czujnik2,14.69, czujnik3,26.36
czujnik1,13.88, czujnik2,14.64, czujnik3,41.77
czujnik1,13.98, czujnik2,14.63, czujnik3,41.77
czujnik1,13.86, czujnik2,15.20, czujnik3,42.28
czujnik1,13.47, czujnik2,14.32, czujnik3,42.28
czujnik1,13.91, czujnik2,15.10, czujnik3,24.57
czujnik1,13.98, czujnik2,14.64, czujnik3,22.99
czujnik1,13.47, czujnik2,15.26, czujnik3,18.62
czujnik1,13.88, czujnik2,14.66, czujnik3,41.87
czujnik1,13.91, czujnik2,14.32, czujnik3,41.77
czujnik1,13.98, czujnik2,15.10, czujnik3,41.36
czujnik1,13.88, czujnik2,14.74, czujnik3,41.46
czujnik1,13.88, czujnik2,14.64, czujnik3,41.46
czujnik1,13.91, czujnik2,14.64, czujnik3,41.77
czujnik1,13.98, czujnik2,14.64, czujnik3,41.38
czujnik1,13.93, czujnik2,15.20, czujnik3,41.51
czujnik1,13.86, czujnik2,15.15, czujnik3,42.24
czujnik1,13.47, czujnik2,14.64, czujnik3,42.14
czujnik1,13.57, czujnik2,14.32, czujnik3,41.77
czujnik1,13.86, czujnik2,15.20, czujnik3,41.85
czujnik1,13.88, czujnik2,15.10, czujnik3,19.97
czujnik1,13.86, czujnik2,15.10, czujnik3,41.75
czujnik1,13.55, czujnik2,14.69, czujnik3,41.41
czujnik1,13.86, czujnik2,14.74, czujnik3,42.31
czujnik1,13.88, czujnik2,15.14, czujnik3,41.87
czujnik1,13.47, czujnik2,14.69, czujnik3,42.19
czujnik1,13.98, czujnik2,14.64, czujnik3,41.77
czujnik1,13.45, czujnik2,14.74, czujnik3,41.92
czujnik1,13.47, czujnik2,15.15, czujnik3,41.87
czujnik1,13.47, czujnik2,14.64, czujnik3,42.18
czujnik1,13.98, czujnik2,14.64, czujnik3,42.18
czujnik1,13.88, czujnik2,14.74, czujnik3,41.48
czujnik1,13.47, czujnik2,14.64, czujnik3,41.48
czujnik1,13.88, czujnik2,14.64, czujnik3,41.77
czujnik1,13.57, czujnik2,14.69, czujnik3,42.60
czujnik1,13.88, czujnik2,14.78, czujnik3,41.87
czujnik1,13.88, czujnik2,14.68, czujnik3,41.46
czujnik1,13.86, czujnik2,14.63, czujnik3,20.27
czujnik1,13.57, czujnik2,15.09, czujnik3,42.19
czujnik1,13.88, czujnik2,15.20, czujnik3,41.89
czujnik1,13.47, czujnik2,15.14, czujnik3,42.24
czujnik1,13.88, czujnik2,14.69, czujnik3,41.75
czujnik1,13.98, czujnik2,14.64, czujnik3,41.77
czujnik1,13.47, czujnik2,14.74, czujnik3,41.85
