iczujnik1,9.61, czujnik2,27.45, czujnik3,41.77
czujnik1,9.61, czujnik2,41.85, czujnik3,41.73
czujnik1,9.63, czujnik2,24.20, czujnik3,41.90
czujnik1,9.51, czujnik2,42.26, czujnik3,41.90
czujnik1,9.52, czujnik2,25.77, czujnik3,41.89
czujnik1,9.61, czujnik2,26.19, czujnik3,41.41
czujnik1,9.61, czujnik2,25.88, czujnik3,42.28
czujnik1,9.51, czujnik2,41.36, czujnik3,41.48
czujnik1,9.51, czujnik2,24.97, czujnik3,41.75
czujnik1,9.63, czujnik2,24.22, czujnik3,41.79
czujnik1,9.51, czujnik2,41.45, czujnik3,41.87
czujnik1,9.52, czujnik2,41.75, czujnik3,41.87
czujnik1,9.61, czujnik2,25.36, czujnik3,41.79
czujnik1,9.61, czujnik2,41.82, czujnik3,40.99
czujnik1,9.51, czujnik2,41.43, czujnik3,41.87
czujnik1,9.51, czujnik2,23.27, czujnik3,41.85
czujnik1,9.61, czujnik2,25.78, czujnik3,41.36
czujnik1,9.61, czujnik2,25.49, czujnik3,41.85
czujnik1,9.51, czujnik2,42.67, czujnik3,41.46
czujnik1,9.51, czujnik2,41.34, czujnik3,41.46
czujnik1,9.61, czujnik2,41.85, czujnik3,41.39
czujnik1,9.61, czujnik2,24.64, czujnik3,41.89
czujnik1,9.51, czujnik2,41.73, czujnik3,41.48
czujnik1,9.51, czujnik2,42.09, czujnik3,41.36
czujnik1,9.56, czujnik2,27.45, czujnik3,41.77
czujnik1,9.51, czujnik2,24.64, czujnik3,41.87
czujnik1,9.51, czujnik2,42.16, czujnik3,41.46
czujnik1,9.61, czujnik2,41.34, czujnik3,41.36
czujnik1,9.61, czujnik2,24.22, czujnik3,41.36
czujnik1,9.51, czujnik2,42.26, czujnik3,41.89
czujnik1,9.51, czujnik2,41.33, czujnik3,41.51
czujnik1,9.56, czujnik2,42.11, czujnik3,41.75
czujnik1,9.57, czujnik2,42.26, czujnik3,42.18
czujnik1,9.46, czujnik2,24.20, czujnik3,41.46
czujnik1,9.52, czujnik2,41.34, czujnik3,41.46
czujnik1,9.61, czujnik2,41.84, czujnik3,42.19
czujnik1,9.63, czujnik2,25.07, czujnik3,41.48
czujnik1,9.51, czujnik2,27.06, czujnik3,42.24
czujnik1,9.47, czujnik2,24.97, czujnik3,42.14
czujnik1,9.57, czujnik2,41.82, czujnik3,41.36
czujnik1,9.46, czujnik2,23.79, czujnik3,41.46
czujnik1,9.51, czujnik2,24.10, czujnik3,41.87
czujnik1,9.61, czujnik2,27.47, czujnik3,41.36
czujnik1,9.61, czujnik2,26.75, czujnik3,42.13
czujnik1,9.47, czujnik2,28.38, czujnik3,41.48
czujnik1,9.52, czujnik2,41.33, czujnik3,41.53
czujnik1,9.61, czujnik2,25.78, czujnik3,41.75
czujnik1,9.63, czujnik2,41.84, czujnik3,41.41
czujnik1,9.52, czujnik2,41.84, czujnik3,41.11
czujnik1,9.52, czujnik2,28.30, czujnik3,41.48
czujnik1,9.57, czujnik2,41.43, czujnik3,41.34
czujnik1,9.63, czujnik2,41.84, czujnik3,41.48
czujnik1,9.47, czujnik2,27.98, czujnik3,41.46
czujnik1,9.47, czujnik2,41.33, czujnik3,41.39
czujnik1,9.57, czujnik2,23.38, czujnik3,41.41
czujnik1,9.51, czujnik2,42.24, czujnik3,41.50
czujnik1,9.52, czujnik2,24.51, czujnik3,41.46
czujnik1,9.51, czujnik2,42.11, czujnik3,41.73
czujnik1,9.61, czujnik2,42.62, czujnik3,41.75
czujnik1,9.51, czujnik2,26.72, czujnik3,41.46
czujnik1,9.51, czujnik2,25.80, czujnik3,42.26
czujnik1,9.61, czujnik2,41.33, czujnik3,42.09
czujnik1,9.61, czujnik2,25.88, czujnik3,41.36
czujnik1,9.51, czujnik2,23.79, czujnik3,41.50
czujnik1,9.46, czujnik2,24.54, czujnik3,41.50
czujnik1,9.61, czujnik2,41.45, czujnik3,41.75
czujnik1,9.61, czujnik2,41.82, czujnik3,41.11
czujnik1,9.47, czujnik2,25.07, czujnik3,41.51
czujnik1,9.51, czujnik2,41.75, czujnik3,41.11
czujnik1,9.61, czujnik2,41.82, czujnik3,41.38
czujnik1,9.56, czujnik2,42.21, czujnik3,41.89
