k1,15.39, czujnik2,9.71, czujnik3,12.79
czujnik1,42.35, czujnik2,9.32, czujnik3,11.92
czujnik1,41.97, czujnik2,10.17, czujnik3,13.20
czujnik1,42.13, czujnik2,9.40, czujnik3,12.33
czujnik1,13.88, czujnik2,10.17, czujnik3,13.67
czujnik1,13.88, czujnik2,9.30, czujnik3,14.01
czujnik1,14.97, czujnik2,9.78, czujnik3,14.44
czujnik1,13.88, czujnik2,9.42, czujnik3,11.92
czujnik1,42.30, czujnik2,9.30, czujnik3,13.25
czujnik1,42.30, czujnik2,9.76, czujnik3,13.96
czujnik1,14.40, czujnik2,9.83, czujnik3,12.33
czujnik1,16.28, czujnik2,10.29, czujnik3,14.71
czujnik1,42.19, czujnik2,9.78, czujnik3,13.71
czujnik1,41.96, czujnik2,9.32, czujnik3,11.46
czujnik1,42.30, czujnik2,10.29, czujnik3,11.87
czujnik1,13.01, czujnik2,9.42, czujnik3,18.89
czujnik1,12.18, czujnik2,9.32, czujnik3,17.62
czujnik1,14.56, czujnik2,9.32, czujnik3,14.39
czujnik1,42.38, czujnik2,9.42, czujnik3,13.15
czujnik1,14.97, czujnik2,9.42, czujnik3,12.86
czujnik1,42.33, czujnik2,9.32, czujnik3,12.33
czujnik1,42.33, czujnik2,9.73, czujnik3,12.28
czujnik1,13.47, czujnik2,9.83, czujnik3,11.46
czujnik1,41.82, czujnik2,9.30, czujnik3,14.42
czujnik1,41.97, czujnik2,9.30, czujnik3,42.18
czujnik1,42.36, czujnik2,10.19, czujnik3,12.33
czujnik1,14.98, czujnik2,9.86, czujnik3,12.33
czujnik1,42.23, czujnik2,9.30, czujnik3,17.62
czujnik1,41.97, czujnik2,9.76, czujnik3,11.46
czujnik1,41.94, czujnik2,9.42, czujnik3,14.71
czujnik1,14.97, czujnik2,9.86, czujnik3,11.46
czujnik1,41.84, czujnik2,9.76, czujnik3,13.27
czujnik1,42.23, czujnik2,9.76, czujnik3,12.33
czujnik1,42.33, czujnik2,9.42, czujnik3,15.12
czujnik1,42.19, czujnik2,9.40, czujnik3,13.57
czujnik1,41.97, czujnik2,9.76, czujnik3,12.86
czujnik1,14.23, czujnik2,9.76, czujnik3,14.42
czujnik1,41.77, czujnik2,9.86, czujnik3,11.90
czujnik1,41.85, czujnik2,9.30, czujnik3,11.56
czujnik1,15.37, czujnik2,9.76, czujnik3,12.74
czujnik1,41.94, czujnik2,9.40, czujnik3,15.12
czujnik1,18.21, czujnik2,9.86, czujnik3,14.01
czujnik1,14.56, czujnik2,9.76, czujnik3,11.19
czujnik1,13.88, czujnik2,9.76, czujnik3,11.92
czujnik1,42.33, czujnik2,9.86, czujnik3,12.74
czujnik1,14.56, czujnik2,9.42, czujnik3,15.12
czujnik1,42.18, czujnik2,9.32, czujnik3,15.63
czujnik1,17.09, czujnik2,9.32, czujnik3,11.92
czujnik1,14.66, czujnik2,9.86, czujnik3,13.20
czujnik1,41.87, czujnik2,9.42, czujnik3,13.55
czujnik1,12.99, czujnik2,10.19, czujnik3,13.67
czujnik1,41.82, czujnik2,9.30, czujnik3,13.15
czujnik1,42.30, czujnik2,9.86, czujnik3,12.33
czujnik1,41.84, czujnik2,9.40, czujnik3,13.20
czujnik1,15.80, czujnik2,9.73, czujnik3,15.12
czujnik1,41.82, czujnik2,10.19, czujnik3,15.10
czujnik1,16.63, czujnik2,9.86, czujnik3,12.77
czujnik1,41.46, czujnik2,9.71, czujnik3,14.00
czujnik1,42.33, czujnik2,9.32, czujnik3,16.79
czujnik1,13.52, czujnik2,9.42, czujnik3,12.74
czujnik1,13.42, czujnik2,9.86, czujnik3,11.50
czujnik1,15.39, czujnik2,9.76, czujnik3,14.12
czujnik1,13.01, czujnik2,9.30, czujnik3,12.74
czujnik1,13.91, czujnik2,9.86, czujnik3,13.55
czujnik1,12.59, czujnik2,9.86, czujnik3,13.15
czujnik1,42.19, czujnik2,9.76, czujnik3,25.54
czujnik1,42.35, czujnik2,9.76, czujnik3,14.69
czujnik1,42.28, czujnik2,9.40, czujnik3,13.61
czujnik1,14.57, czujnik2,9.40, czujnik3,13.61
czujnik1,17.07, czujnik2,9.30, czujnik3,12.02
czujnik1,42.38, czujnik2,9.76, czujnik3,12.74
