jnik1,13.88, czujnik2,14.80, czujnik3,20.02
czujnik1,13.98, czujnik2,14.80, czujnik3,41.36
czujnik1,13.88, czujnik2,15.32, czujnik3,21.31
czujnik1,13.47, czujnik2,14.80, czujnik3,22.62
czujnik1,13.88, czujnik2,14.80, czujnik3,22.53
czujnik1,13.59, czujnik2,14.76, czujnik3,20.49
czujnik1,14.34, czujnik2,14.91, czujnik3,22.64
czujnik1,13.89, czujnik2,15.15, czujnik3,20.88
czujnik1,13.88, czujnik2,15.22, czujnik3,22.06
czujnik1,14.39, czujnik2,14.76, czujnik3,20.90
czujnik1,13.47, czujnik2,14.90, czujnik3,20.49
czujnik1,13.88, czujnik2,15.20, czujnik3,21.75
czujnik1,13.47, czujnik2,15.15, czujnik3,41.80
czujnik1,13.98, czujnik2,14.80, czujnik3,41.82
czujnik1,13.88, czujnik2,14.95, czujnik3,41.90
czujnik1,13.88, czujnik2,14.80, czujnik3,22.18
czujnik1,13.45, czujnik2,14.80, czujnik3,20.78
czujnik1,14.03, czujnik2,14.76, czujnik3,20.48
czujnik1,14.34, czujnik2,15.31, czujnik3,20.94
czujnik1,13.49, czujnik2,15.20, czujnik3,42.28
czujnik1,13.88, czujnik2,14.81, czujnik3,41.77
czujnik1,13.98, czujnik2,14.76, czujnik3,20.90
czujnik1,14.34, czujnik2,14.90, czujnik3,43.10
czujnik1,14.34, czujnik2,14.76, czujnik3,20.49
czujnik1,13.47, czujnik2,14.80, czujnik3,42.60
czujnik1,13.57, czujnik2,15.20, czujnik3,22.59
czujnik1,13.47, czujnik2,15.32, czujnik3,20.90
czujnik1,13.47, czujnik2,14.76, czujnik3,20.94
czujnik1,13.88, czujnik2,15.22, czujnik3,20.80
czujnik1,13.98, czujnik2,14.74, czujnik3,20.90
czujnik1,13.49, czujnik2,14.91, czujnik3,21.36
czujnik1,13.47, czujnik2,14.76, czujnik3,20.09
czujnik1,13.49, czujnik2,15.20, czujnik3,20.39
czujnik1,13.98, czujnik2,14.81, czujnik3,21.75
czujnik1,13.93, czujnik2,14.90, czujnik3,21.29
czujnik1,13.47, czujnik2,14.74, czujnik3,20.90
czujnik1,13.47, czujnik2,15.17, czujnik3,21.21
czujnik1,13.98, czujnik2,14.74, czujnik3,20.90
czujnik1,13.47, czujnik2,14.86, czujnik3,22.59
czujnik1,13.47, czujnik2,14.81, czujnik3,20.90
czujnik1,13.89, czujnik2,15.22, czujnik3,22.52
czujnik1,13.57, czujnik2,15.22, czujnik3,41.77
czujnik1,13.49, czujnik2,15.32, czujnik3,20.94
czujnik1,13.47, czujnik2,14.80, czujnik3,22.18
czujnik1,13.47, czujnik2,14.81, czujnik3,21.67
czujnik1,13.57, czujnik2,14.80, czujnik3,22.18
czujnik1,13.45, czujnik2,14.91, czujnik3,23.47
czujnik1,14.35, czujnik2,14.80, czujnik3,42.30
czujnik1,13.47, czujnik2,14.80, czujnik3,21.21
czujnik1,13.57, czujnik2,14.80, czujnik3,20.88
czujnik1,13.47, czujnik2,15.31, czujnik3,43.52
czujnik1,13.88, czujnik2,14.80, czujnik3,41.46
czujnik1,13.88, czujnik2,14.85, czujnik3,43.37
czujnik1,13.98, czujnik2,14.80, czujnik3,41.39
czujnik1,13.88, czujnik2,14.90, czujnik3,20.49
czujnik1,13.47, czujnik2,14.85, czujnik3,43.10
czujnik1,13.47, czujnik2,14.81, czujnik3,21.65
czujnik1,13.98, czujnik2,14.80, czujnik3,22.16
czujnik1,13.47, czujnik2,14.90, czujnik3,20.49
czujnik1,13.88, czujnik2,14.76, czujnik3,43.10
czujnik1,13.47, czujnik2,14.80, czujnik3,21.67
czujnik1,13.57, czujnik2,14.80, czujnik3,20.88
czujnik1,13.88, czujnik2,14.90, czujnik3,42.28
czujnik1,13.88, czujnik2,14.74, czujnik3,20.48
czujnik1,14.30, czujnik2,14.81, czujnik3,22.11
czujnik1,13.59, czujnik2,14.80, czujnik3,20.90
czujnik1,13.47, czujnik2,14.85, czujnik3,42.30
czujnik1,13.47, czujnik2,14.81, czujnik3,21.34
czujnik1,13.45, czujnik2,15.15, czujnik3,20.83
czujnik1,14.00, czujnik2,14.85, czujnik3,20.94
czujnik1,13.47, czujnik2,14.90, czujnik3,20.07
