zczujnik1,3.55, czujnik2,10.94, czujnik3,9.18
czujnik1,22.72, czujnik2,11.41, czujnik3,9.73
czujnik1,23.15, czujnik2,11.05, czujnik3,9.25
czujnik1,41.70, czujnik2,11.51, czujnik3,9.35
czujnik1,23.55, czujnik2,10.49, czujnik3,9.42
czujnik1,22.31, czujnik2,10.95, czujnik3,9.30
czujnik1,23.04, czujnik2,10.58, czujnik3,9.32
czujnik1,23.45, czujnik2,10.49, czujnik3,9.37
czujnik1,22.69, czujnik2,10.95, czujnik3,9.25
czujnik1,41.36, czujnik2,10.95, czujnik3,9.73
czujnik1,41.26, czujnik2,11.51, czujnik3,9.37
czujnik1,41.26, czujnik2,11.41, czujnik3,9.37
czujnik1,22.31, czujnik2,11.36, czujnik3,9.25
czujnik1,22.33, czujnik2,11.41, czujnik3,9.27
czujnik1,23.04, czujnik2,11.05, czujnik3,9.37
czujnik1,22.74, czujnik2,11.41, czujnik3,9.32
czujnik1,23.57, czujnik2,10.90, czujnik3,9.73
czujnik1,22.31, czujnik2,10.58, czujnik3,9.30
czujnik1,22.59, czujnik2,11.05, czujnik3,9.35
czujnik1,41.80, czujnik2,11.41, czujnik3,9.81
czujnik1,23.55, czujnik2,11.41, czujnik3,9.68
czujnik1,22.26, czujnik2,11.05, czujnik3,9.73
czujnik1,22.59, czujnik2,11.34, czujnik3,9.83
czujnik1,22.33, czujnik2,10.48, czujnik3,9.27
czujnik1,22.69, czujnik2,11.36, czujnik3,9.30
czujnik1,22.64, czujnik2,11.51, czujnik3,9.37
czujnik1,22.99, czujnik2,11.82, czujnik3,9.42
czujnik1,24.37, czujnik2,10.94, czujnik3,9.27
czujnik1,41.31, czujnik2,11.36, czujnik3,9.27
czujnik1,23.04, czujnik2,10.60, czujnik3,9.37
czujnik1,23.55, czujnik2,10.90, czujnik3,9.37
czujnik1,41.38, czujnik2,11.34, czujnik3,9.66
czujnik1,23.15, czujnik2,11.05, czujnik3,9.32
czujnik1,23.88, czujnik2,11.51, czujnik3,9.37
czujnik1,15.75, czujnik2,10.49, czujnik3,9.78
czujnik1,22.31, czujnik2,11.36, czujnik3,9.73
czujnik1,22.31, czujnik2,11.51, czujnik3,9.73
czujnik1,23.04, czujnik2,10.95, czujnik3,9.35
czujnik1,23.16, czujnik2,10.95, czujnik3,9.66
czujnik1,42.28, czujnik2,11.39, czujnik3,9.27
czujnik1,24.29, czujnik2,10.58, czujnik3,9.37
czujnik1,23.47, czujnik2,10.94, czujnik3,9.37
czujnik1,23.16, czujnik2,10.95, czujnik3,9.68
czujnik1,22.74, czujnik2,11.39, czujnik3,9.27
czujnik1,22.21, czujnik2,10.60, czujnik3,9.32
czujnik1,41.65, czujnik2,10.48, czujnik3,9.37
czujnik1,22.69, czujnik2,10.48, czujnik3,9.27
czujnik1,23.96, czujnik2,11.43, czujnik3,9.27
czujnik1,21.80, czujnik2,10.60, czujnik3,9.42
czujnik1,22.31, czujnik2,10.49, czujnik3,9.37
czujnik1,41.82, czujnik2,10.49, czujnik3,9.68
czujnik1,41.80, czujnik2,11.05, czujnik3,9.27
czujnik1,41.28, czujnik2,11.50, czujnik3,9.37
czujnik1,14.46, czujnik2,11.39, czujnik3,9.73
czujnik1,23.55, czujnik2,10.94, czujnik3,9.25
czujnik1,41.68, czujnik2,10.60, czujnik3,9.27
czujnik1,22.64, czujnik2,10.49, czujnik3,9.40
czujnik1,23.55, czujnik2,10.94, czujnik3,9.73
czujnik1,41.80, czujnik2,10.95, czujnik3,9.27
czujnik1,22.23, czujnik2,11.05, czujnik3,9.40
czujnik1,23.15, czujnik2,10.94, czujnik3,9.78
czujnik1,23.55, czujnik2,11.41, czujnik3,9.66
czujnik1,41.75, czujnik2,11.04, czujnik3,9.25
czujnik1,23.47, czujnik2,11.50, czujnik3,9.42
czujnik1,41.68, czujnik2,11.41, czujnik3,9.81
czujnik1,22.33, czujnik2,11.41, czujnik3,9.73
czujnik1,41.33, czujnik2,11.51, czujnik3,9.25
czujnik1,23.45, czujnik2,11.04, czujnik3,9.42
czujnik1,23.15, czujnik2,10.49, czujnik3,9.78
czujnik1,22.33, czujnik2,10.49, czujnik3,9.66
czujnik1,23.04, czujnik2,11.04, czujnik3,9.73
