jczujnik1,9.91, czujnik2,10.85, czujnik3,42.19
czujnik1,10.32, czujnik2,10.65, czujnik3,44.42
czujnik1,9.93, czujnik2,10.48, czujnik3,41.53
czujnik1,10.02, czujnik2,10.58, czujnik3,24.63
czujnik1,10.03, czujnik2,10.65, czujnik3,24.73
czujnik1,9.51, czujnik2,10.63, czujnik3,23.49
czujnik1,9.93, czujnik2,10.58, czujnik3,42.65
czujnik1,10.03, czujnik2,10.54, czujnik3,24.63
czujnik1,9.98, czujnik2,10.63, czujnik3,24.30
czujnik1,9.93, czujnik2,10.60, czujnik3,24.30
czujnik1,10.37, czujnik2,10.54, czujnik3,23.79
czujnik1,10.02, czujnik2,10.54, czujnik3,42.62
czujnik1,9.93, czujnik2,10.65, czujnik3,41.92
czujnik1,10.34, czujnik2,10.53, czujnik3,41.50
czujnik1,10.80, czujnik2,10.53, czujnik3,41.41
czujnik1,10.49, czujnik2,10.53, czujnik3,23.79
czujnik1,10.34, czujnik2,10.73, czujnik3,42.35
czujnik1,9.91, czujnik2,10.54, czujnik3,41.89
czujnik1,10.34, czujnik2,10.58, czujnik3,24.20
czujnik1,10.02, czujnik2,10.53, czujnik3,41.82
czujnik1,10.80, czujnik2,10.70, czujnik3,24.32
czujnik1,9.93, czujnik2,10.17, czujnik3,23.44
czujnik1,9.97, czujnik2,10.60, czujnik3,41.82
czujnik1,10.03, czujnik2,10.54, czujnik3,41.79
czujnik1,10.80, czujnik2,10.60, czujnik3,25.14
czujnik1,9.51, czujnik2,10.58, czujnik3,24.74
czujnik1,10.02, czujnik2,10.53, czujnik3,42.64
czujnik1,10.90, czujnik2,10.63, czujnik3,23.76
czujnik1,10.34, czujnik2,10.63, czujnik3,41.51
czujnik1,10.80, czujnik2,10.53, czujnik3,41.89
czujnik1,10.03, czujnik2,10.54, czujnik3,41.41
czujnik1,10.90, czujnik2,10.63, czujnik3,42.23
czujnik1,10.34, czujnik2,10.65, czujnik3,42.31
czujnik1,10.39, czujnik2,10.53, czujnik3,41.94
czujnik1,10.03, czujnik2,10.53, czujnik3,24.63
czujnik1,10.44, czujnik2,10.61, czujnik3,41.84
czujnik1,10.34, czujnik2,10.63, czujnik3,23.45
czujnik1,10.34, czujnik2,10.54, czujnik3,41.55
czujnik1,10.43, czujnik2,10.56, czujnik3,41.84
czujnik1,10.03, czujnik2,10.61, czujnik3,23.76
czujnik1,10.80, czujnik2,10.63, czujnik3,25.14
czujnik1,9.93, czujnik2,10.54, czujnik3,41.92
czujnik1,10.44, czujnik2,10.54, czujnik3,42.23
czujnik1,10.03, czujnik2,10.68, czujnik3,41.82
czujnik1,9.91, czujnik2,10.63, czujnik3,24.32
czujnik1,10.80, czujnik2,10.58, czujnik3,42.76
czujnik1,10.03, czujnik2,10.58, czujnik3,41.80
czujnik1,10.44, czujnik2,11.14, czujnik3,24.22
czujnik1,9.93, czujnik2,10.63, czujnik3,43.13
czujnik1,10.80, czujnik2,10.54, czujnik3,41.53
czujnik1,10.03, czujnik2,10.53, czujnik3,42.24
czujnik1,10.44, czujnik2,10.63, czujnik3,41.79
czujnik1,9.91, czujnik2,10.68, czujnik3,23.50
czujnik1,10.32, czujnik2,10.54, czujnik3,23.49
czujnik1,10.44, czujnik2,10.60, czujnik3,41.82
czujnik1,10.90, czujnik2,10.63, czujnik3,24.30
czujnik1,9.91, czujnik2,10.68, czujnik3,41.94
czujnik1,10.80, czujnik2,10.58, czujnik3,43.98
czujnik1,10.43, czujnik2,10.53, czujnik3,42.24
czujnik1,10.44, czujnik2,10.68, czujnik3,23.45
czujnik1,10.34, czujnik2,10.65, czujnik3,23.91
czujnik1,10.34, czujnik2,10.58, czujnik3,23.89
czujnik1,10.88, czujnik2,10.58, czujnik3,41.82
czujnik1,10.03, czujnik2,10.68, czujnik3,43.03
czujnik1,10.78, czujnik2,10.68, czujnik3,43.98
czujnik1,10.34, czujnik2,10.58, czujnik3,42.74
czujnik1,10.44, czujnik2,10.53, czujnik3,41.82
czujnik1,10.02, czujnik2,10.68, czujnik3,44.29
czujnik1,10.34, czujnik2,10.63, czujnik3,42.31
czujnik1,9.91, czujnik2,10.58, czujnik3,42.31
czujnik1,10.43, czujnik2,10.60, czujnik3,23.35
